Questions,Syntax Error Code Solution,Indentation Error Wrong Code Solution,Logic Error Wrong Code Solution,Name Error Wrong Code Solution,Type Error Wrong Code Solution
"Given a list of positive integers, find the factorial of all these numbers.","def factorial(numbers):
    result = []
    for num in numbers:
        fact = 1
        for i in range(1, num + 1)
            fact *= i
        result.append(fact)
    return result","def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)
        
    for num in [5, 3, 7, 2, 8]:
        print(factorial(num))","def factorial_list(numbers):
    factorials = []
    for num in numbers:
        factorial = 1
        for i in range(1, num + 1):
            factorial *= i
        factorials.append(factorial)
    return factorials","wrong code solution:

for num in list_of_integers:
    fact = 1
    for i in range(1,num+1):
        fact = fact*i
    print(""Factorial of "", num, "" is "", factorial)
    
# NameError: name 'factorial' is not defined","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
    
numbers = [2, 3, 4, ""5"", 6]
factorials = []
for num in numbers:
    factorials.append(factorial(num))
print(factorials)"
"Given a positive integer, find out all prime numbers from 1 up to this number.","def find_prime_numbers(n):
    primes = []
    for num in range(1, n + 1):
        if num > 1:
            for i in range(2, num):
                if (num % i) == 0:
                    break
            else:
                primes.append(num)
    return primes

# Wrong code solution with Syntax Error
def find_prime_numbers(n):
    primes = []
    for num in range(1, n + 1)
        if num > 1:
            for i in range(2, num):
                if (num % i) == 0:
                    break
            else:
                primes.append(num)
    return primes","def find_prime_numbers(n):
  prime_numbers = []
  for num in range(2, n + 1):
    if num > 1:
    for i in range(2, num):
      if (num % i) == 0:
        break
    else:
      prime_numbers.append(num)
  return prime_numbers","def find_prime_numbers(n):
    prime_numbers = []
    for num in range(1, n + 1):
        if num > 1:
            for i in range(2, num):
                if (num % i) == 0:
                    break
            else:
                prime_numbers.append(num)
    return prime_numbers

# This code has a logic error because it does not properly check for prime numbers. It is not correctly identifying prime numbers and including non-prime numbers in the result.","Code Solution with Name Error:

```
n = int(input(""Enter a positive integer: ""))
for i in range(1,n+1):
    if i == 1:
        continue
    for j in range(2,i):
        if i % j == 0:
            break
    else:
        print(prime)
```

The Name Error occurs because the program is trying to print a variable called ""prime"" which has not been defined anywhere in the code.","def prime_numbers(n):
    primes = []
    for i in range(2, n+1):
        for j in range(2, int(i**0.5)+1):
            if i % j == 0:
                break
        else:
            primes.append(i)
    return primes

print(prime_numbers('10'))  # Type Error: '10' is a string, should be an integer."
"Given a positive integer, find out the sum of all prime numbers from 1 up to this number.","def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, n):
        if n % i == 0:
            return False
    return True

def sum_of_primes(n):
    sum = 0
    for i in range(1, n + 1):
        if is_prime(i):
            sum += i
    return sum","def sum_of_primes(n):
  sum = 0
  for i in range(2, n + 1):
    for j in range(2, i):
      if (i % j) == 0:
        break
    else:
      sum += i
    return sum","def sum_of_primes(n):
    prime_sum = 0
    for num in range(1, n+1):
        if num > 1:
            for i in range(2, num):
                if (num % i) == 0:
                    break
            else:
                prime_sum += num
    return prime_sum

# This code has a logic error because it does not exclude 1 from being considered as a prime number.","wrong_code_solution:

num = input(""Enter a positive integer: "")
sum_primes = 0

for i in range(1,num+1):
    if i == 2:
        sum_primes += 2
    elif i > 2:
        for j in range(2,i):
            if i % j == 0:
                break
        else:
            sum_primes += i

print(""The sum of all prime numbers from 1 to"", num, ""is"", sum_primes)","def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, n):
        if n % i == 0:
            return False
    return True

def sum_of_primes(n):
    sum = 0
    for i in range(1, n+1):
        if is_prime(i):
            sum += i
    return sum

print(sum_of_primes('10')) # Type Error"
"Given a list of numbers, create another list of co-primes and count how many co-primes are there in this given list.","def count_coprimes(numbers):
    coprimes = []
    for num in numbers:
        if num <= 1:
            continue
        else:
            is_coprime = True
            for i in range(2, num):
                if num % i == 0:
                    is_coprime = False
                    break
            if is_coprime:
                coprimes.append(num)
    
    return len(coprimes","def gcd(a, b):
c = 0
while b != 0:
c = a % b
a = b
b = c
return a

def is_coprime(x, y):
return gcd(x, y) == 1

def count_coprimes(numbers):
coprimes = []
count = 0
for i in range(len(numbers)):
for j in range(i+1, len(numbers)):
if is_coprime(numbers[i], numbers[j]):
coprimes.append(numbers[i])
coprimes.append(numbers[j])
count += 1
return count, coprimes","def count_coprimes(nums):
    coprimes = []
    count = 0
    
    for num in nums:
        is_coprime = True
        for i in range(2, num):
            if num % i == 0:
                is_coprime = False
                break
        if is_coprime:
            coprimes.append(num)
            count += 1
    
    return count, coprimes","a = [4, 7, 9, 12, 15, 17, 20]
coprimes = []

for i in range(len(a)):
    for j in range(i+1, len(a)):
        if math.gcd(a[i], a[j]) == 1:
            coprimes.append((a[i], a[j]))

print(coprime)
print(len(coprime))","def gcd(a, b):
    if b == 0:
        return a
    else:
        return gcd(b, a % b)

def count_coprimes(lst):
    coprimes = []
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            if gcd(lst[i], lst[j]) == 1:
                coprimes.append(lst[i])
                coprimes.append(lst[j])
    return len(set(coprimes))

count_coprimes([2, 3, 4, 5, 6, 7])"
"Given a list of integers, find out how many times each number occurs in this list and find their mode.","def find_mode(numbers):
  count = {}
  for num in numbers
    if num in count:
      count[num] += 1
    else:
      count[num] = 1
  mode = []
  max_count = 0
  for num, freq in count.items():
    if freq > max_count:
      mode = [num]
      max_count = freq
    elif freq == max_count:
      mode.append(num)
  return mode","def find_mode(arr):
    count_dict = {}
    for num in arr:
    if num in count_dict:
        count_dict[num] += 1
    else:
        count_dict[num] = 1
    
    max_count = max(count_dict.values())
    mode = [key for key, value in count_dict.items() if value == max_count]
    
    return mode","def find_mode(arr):
    count = {}
    for num in arr:
        if num in count:
            count[num] += 1
        else:
            count[num] = 1
    mode = max(count, key=count.get)
    return mode, count[mode] + 1  # Logic error: adding 1 to the count of mode instead of returning just the count of mode.","lst = [1, 2, 3, 2, 4, 3, 5, 6, 2]
count = {}
for i in lst:
    if i in count:
        count[i] += 1
    else:
        counter[i] = 1
mode = max(count, key=count.get)
print(""Number of times each number occurs:"", count)
print(""Mode:"", mode)","def count_mode(lst):
    count_dict = {}
    for i in lst:
        if i in count_dict:
            count_dict[i] += 1
        else:
            count_dict[i] = 1
    return max(count_dict, key=count_dict.get)

count_mode([1, 2, 3, 1, 2, 'a', 3, 'b'])"
"Given two matrices of the same dimensions, find their sum.","Code Solution:

def matrix_sum(matrix1, matrix2):
    sum_matrix = []
    for i in range(len(matrix1)):
        row = []
        for j in range(len(matrix1[0])):
            row.append(matrix1[i][j] + matrix2[i][j])
        sum_matrix.append(row)
    return sum_matrix

matrix1 = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]
matrix2 = [[9, 8, 7], [6, 5, 4], [3, 2, 1]]

result = matrix_sum(matrix1, matrix2)
print(result)","matrix1 = [[1, 2, 3],
           [4, 5, 6],
           [7, 8, 9]]

matrix2 = [[9, 8, 7],
           [6, 5, 4],
           [3, 2, 1]]

sum_matrix = [[0, 0, 0],
              [0, 0, 0],
              [0, 0, 0]]

for i in range(len(matrix1)):
  for j in range(len(matrix1[0])):
    sum_matrix[i][j] = matrix1[i][j] + matrix2[i][j]
    print(sum_matrix[i][j])

print(sum_matrix)","def matrix_sum(matrix1, matrix2, result):
    if len(matrix1) != len(matrix2) or len(matrix1[0]) != len(matrix2[0]):
        print(""Matrices must have the same dimensions"")
    else:
        for i in range(len(matrix1)):
            for j in range(len(matrix1[0])):
                result[i][j] = matrix1[i][j] + matrix2[i][j]
        return result","matrix1 = [[1,2],[3,4],[5,6]]
matrix2 = [[7,8],[9,10],[11,12]]

matrix_sum = [[0,0],[0,0],[0,0]]

for i in range(len(matrix1)):
    for j in range(len(matrix1[0])):
        matrix_sum[i][j] = matrix1[i][j] + matrix2[i][j]

print(matrix_sum) 

# The code above will result in a Name Error.","def matrix_sum(matrix1, matrix2):
    result = []
    for i in range(len(matrix1)):
        row = []
        for j in range(len(matrix2)):
            row.append(matrix1[i][j] + matrix2[i][j])
        result.append(row)
    return result

matrix_sum([[1,2],[3,4]], [[5,6],[7,8],[9,10]])

# Type Error: The matrices have different number of columns."
"Print the chessboard pattern, with white squares denoted by W and black squares by B.","for i in range(8):
    for j in range(8):
        if (i+j) % 2 == 0:
            print(""W"", end="" "")
        else:
            print(""B"", end="" "")
    print()","```python
def print_chessboard():
  for i in range(8):
  for j in range(8):
    if (i+j) % 2 == 0:
      print(""W"", end="" "")
    else:
      print(""B"", end="" "")
    print()
```","Code:

size = 8
for i in range(size):
    for j in range(size):
        if (i+j) % 2 == 0:
            print(""W"", end="" "")
        else:
            print(""W"", end="" "")
    print()","Code:

for i in range(8):
    for j in range(8):
        if (i+j)%2 == 0:
            print(""W"", end="""")
        else:
            print(""B"", end="""")
    print() 

Error: NameError: name 'rangee' is not defined","Code Solution with Type Error:

n = 8
for i in range(n):
    for j in range(n):
        if (i+j)%2 == 0:
            print('W', end=' ')
        else:
            print('B', end=' ')
    print()"
"Given a list of integers, sort it in ascending order and find the median.","def find_median(lst):
    sorted_lst = lst.sort()
    length = len(sorted_lst)
    if length % 2 == 0:
        median = (sorted_lst[length/2] + sorted_lst[length/2 - 1]) / 2
    else:
        median = sorted_lst[length/2]
    return median","def find_median(arr):
arr.sort()
n = len(arr)
if n % 2 == 0:
median = (arr[n//2 - 1] + arr[n//2]) / 2
else:
median = arr[n//2]
return median","def find_median(nums):
    sorted_nums = nums.sort()
    length = len(sorted_nums)
    if length % 2 == 0:
        median = (sorted_nums[length//2] + sorted_nums[length//2 - 1]) / 2
    else:
        median = sorted_nums[length//2]
    return median","sorted_list = sorted(lst)
n = len(sorted_list)
if n % 2 == 0:
    median = (sorted_list[n//2] + sorted_list[n//2 - 1]) / 2
else:
    median = sorted_list[n//2 + 1]
print(median)","def find_median(lst):
    sorted_lst = lst.sort()
    length = len(sorted_lst)
    if length % 2 == 0:
        median = (sorted_lst[length//2] + sorted_lst[length//2 - 1])/2
    else:
        median = sorted_lst[length//2]
    return median

lst = [4, 2, 1, 5, 3]
print(find_median(lst))"
"Convert these two lists into a dictionary. Take the keys from the first list, and values from the second one.
keys = [‘Ten’, ‘Twenty’, ‘Thirty’]
values = [10, 20, 30]",dict = {keys[i]: values[i] for i in range(len(keys)),"keys = [‘Ten’, ‘Twenty’, ‘Thirty’]
values = [10, 20, 30] 
dictionary = {}
for i in range(len(keys)):
dictionary[keys[i]] = values[i] 
print(dictionary)","wrong_dict = {}
for i in range(len(keys)):
    wrong_dict[keys[i]] = values[i+1]","wrong_dict = {}
for i in range(len(keys)):
    wrong_dict[keys[i]] = values[i+1] # Note the index error - i+1 instead of i","Wrong Code Solution:

dict = {}
keys = ['Ten', 'Twenty', 'Thirty']
values = [10, 20, 30]
for i in range(len(keys)):
    dict[keys[i]] = values[i] + "" dollars""
print(dict)"
"Merge these two dictionaries into one using for loop
dict1 = {‘Ten’: 10, ‘Twenty’: 20, ‘Thirty’: 30}
dict2 = {‘Thirty’: 30, ‘Fourty’: 40, ‘Fifty’: 50}","for key, value in dict1.items():
    dict2[key] = value","dict1 = {‘Ten’: 10, ‘Twenty’: 20, ‘Thirty’: 30}
dict2 = {‘Thirty’: 30, ‘Fourty’: 40, ‘Fifty’: 50} 
for key, value in dict2.items():
print(key, value)","for key in dict1:
    if key in dict2:
        dict2[key] = dict1[key]
    else:
        dict2[key] = dict1[key]","for key in dict1:
    if key in dict2:
        dict2[key] += dict1[key]
    else:
        dict2[key] = dict1[key]
print(dict3)","dict1 = {‘Ten’: 10, ‘Twenty’: 20, ‘Thirty’: 30}
dict2 = {‘Thirty’: 30, ‘Fourty’: 40, ‘Fifty’: 50}
merged_dict = dict1.copy()

for key, value in dict2:
    merged_dict[key] = value
    
print(merged_dict)"
"Check if a key exists in a dictionary:
sample_dict = {‘a’: 100, ‘b’: 200, ‘c’: 300}
key_needed = ‘d’","sample_dict = {'a': 100, 'b': 200, 'c': 300}
key_needed = 'd' 

if key_needed in sample_dict
    print(""Key exists in the dictionary"")","sample_dict = {'a': 100, 'b': 200, 'c': 300}
key_needed = 'd'
if key_needed in sample_dict:
print(""Key exists in the dictionary"")
else:
print(""Key does not exist in the dictionary"")","if key_needed in sample_dict:
    print(""Key exists in the dictionary"")
else:
    print(""Key does not exist in the dictionary"")",print(sample_dict[key_needed]),if key_needed in sample_dict:'
"Check if a value exists in a dictionary:
sample_dict = {‘a’: 100, ‘b’: 200, ‘c’: 300}
value_needed = 200","Sample wrong code with syntax error:

if value_needed in sample_dict.values()
    print(""Value exists in dictionary"")","value_needed in sample_dict.values()
  print(""Value exists in dictionary"")","if value_needed in sample_dict:
    print(""Value exists in the dictionary"")
else:
    print(""Value does not exist in the dictionary"")",print(sample_dict[value_wanted]) # This will result in a Name Error since the correct variable name is 'value_needed' and not 'value_wanted'.,"if value_needed in sample_dict.keys(): 
    print(""Value exists in dictionary"") 
else: 
    print(""Value does not exist in dictionary"") 

TypeError: argument of type 'int' is not iterable"
"Create a new dictionary so that it only has the keys mentioned in another list
sample_dict = { “name”: “Kelly”, “age”: 25, “salary”: 8000, “city”: “New york”}
# Keys to extract
keys = [“name”, “salary”]","new_dict = {}
for key in keys:
    new_dict[key] = sample_dict[key]
print(new_dict)","new_dict = {key: sample_dict[key] for key in keys}
print(new_dict)",new_dict = {key: sample_dict[key] for key in keys if key in sample_dict},"new_dict = {}
for key in keys:
    new_dict[key] = sample_dict[key]
print(new_dict)
print(city) #Name Error","new_dict = {}
for key in keys:
    new_dict[key] = sample_dict[key]
print(new_dict)"
"Remove a key from a dictionary:
dict_name.pop(key_name)",dict_name.pop(key_name,dict_name.pop(key_name),"dict_name.remove(key_name) # This is incorrect because the remove() function is used for lists, not dictionaries.",dict_name.pop(key) #This code will result in a Name Error as the name of the dictionary and/or key is not defined.,dict_name.pop() # Type Error: pop() missing 1 required positional argument: 'key'
"What does this function return?
Use pop to rename a key.","Syntax Error: 
```python
def rename_key(dictionary, old_key, new_key):
    dictionary[new_key] = dictionary.pop(old_key)
    return dictionary
```","def rename_key(dictionary, old_key, new_key):
    if old_key in dictionary:
        dictionary[new_key] = dictionary.pop(old_key)
        return dictionary
    else:
        return ""Key not found""","def rename_key(dictionary, old_key, new_key):
    if old_key in dictionary:
        dictionary[new_key] = dictionary.pop(old_key)",NameError: name 'pop' is not defined,TypeError: pop() takes at least 1 argument (0 given)
"Create a dictionary to store the total marks of 5 students in the class in 3 subjects (Course1, Course2, Course3). The keys must be the student names, and the values must be the list of marks. Create another list which has the course names in the same order as the marks are stored in the dictionary values. Now write a nested for loop to print the marks for each student exam wise.","marks = {'student1': [90, 85, 95], 'student2': [80, 75, 70], 'student3': [95, 90, 92], 'student4': [85, 80, 75], 'student5': [92, 88, 90]}
courses = ['Course1', 'Course2', 'Course3']

for student in marks:
    print(""Marks for"", student)
    for i in range(len(courses)):
        print(courses[i], "":"", marks[student][i])","marks = {
    ""Student1"": [85, 90, 78],
    ""Student2"": [76, 88, 92],
    ""Student3"": [82, 79, 85],
    ""Student4"": [90, 92, 87],
    ""Student5"": [85, 86, 80]
}

courses = [""Course1"", ""Course2"", ""Course3""]

for student, mark in marks.items():
for i in range(len(courses)):
print(student, "" scored "", mark[i], "" in "", courses[i])","marks_dict = {'John': [85, 90, 75], 'Emma': [78, 88, 92], 'Michael': [92, 85, 89], 'Sophia': [80, 95, 87], 'William': [75, 82, 79]}
courses = ['Course1', 'Course2', 'Course3']

for student, marks in marks_dict.items():
    for course in courses:
        print(f""{student}'s marks in {course}: {marks[courses.index(course)]}"")","marks = {'John': [90, 85, 92], 'Mary': [78, 87, 89], 'Tom': [80, 82, 76], 'Sara': [92, 91, 95], 'Mike': [85, 88, 79]}
courses = ['Course1', 'Course2', 'Course3']

for student in marks:
    print(""Marks for"", student)
    for i in range(3):
        print(courses[i], "":"", marks[student][i])","marks = {
   'Alice': [80, 70, 90],
   'Bob': [60, 80, 75],
   'Charlie': [70, 65, 80],
   'David': [90, 75, 85],
   'Eve': [85, 80, 90]
}

courses = ['Course1', 'Course2', 'Course3']

for course in courses:
   print(course + "":"")
   for student in marks:
      print(student + "": "" + marks[student][course]) # Wrong code with Type Error"
"Write a for loop to create another dictionary from the above where the marks are replaced by grades. Above 80 is A grade, 60–80 is B grade, 40–60 is C grade, and below 40 is F. Create another dictionary to store the max and average marks for each student. Use this dictionary to compute the final CPI/CGPA of the student. Course1 is of 4 credits, Course2 of 10 credits, and Course3 of 6 credits. Store these credits in a list. Write this dictionary as a json file, and read it back into a new dictionary.","for student, marks in student_marks.items():
    if marks > 80:
        grade = 'A'
    elif marks > 60 and marks <= 80:
        grade = 'B'
    elif marks > 40 and marks <= 60:
        grade = 'C'
    else:
        grade = 'F'
    student_grades[student] = grade","for student, marks in student_marks.items()
    if marks > 80:
        student_grades[student] = 'A'
    elif marks >= 60 and marks <= 80:
        student_grades[student] = 'B'
    elif marks >= 40 and marks < 60:
        student_grades[student] = 'C'
    else:
        student_grades[student] = 'F'","wrong code:
```python
student_grades = {}
credits = [4, 10, 6]
for key, value in student_marks.items():
    if value > 80:
        student_grades[key] = 'A'
    elif value > 60 and value <= 80:
        student_grades[key] = 'B'
    elif value > 40 and value <= 60:
        student_grades[key] = 'C'
    else:
        student_grades[key] = 'D'
        
max_avg_marks = {}
for key, value in student_marks.items():
    max_avg_marks[key] = {'Max': max(value), 'Average': sum(value)/len(value)}
    
with open('student_grades.json', 'w') as file:
    json.dump(student_grades, file)
    
with open('student_grades.json', 'r') as file:
    new_student_grades = json.load(file)
```","Wrong Code Solution:

grades_dict = {}
for name, marks in marks_dict.items():
    if marks > 80:
        grades_dict[name] = 'A'
    elif marks >= 60 and marks <= 80:
        grades_dict[name] = 'B'
    elif marks >= 40 and marks < 60:
        grades_dict[name] = 'C'
    else:
        grades_dict[name] = 'E'
        
max_avg_dict = {}
for name, marks in marks_dict.items():
    max_mark = max(marks)
    avg_mark = sum(marks)/len(marks)
    max_avg_dict[name] = {'Max': max_mark, 'Avg': avg_mark}
    
credits_list = [4, 10, 6]

final_dict = {}
for name, marks in max_avg_dict.items():
    total_credits = sum(credits_list)
    weighted_sum = (marks['Max']*4 + marks['Avg']*total_credits)/total_credits
    final_dict[name] = round(weighted_sum, 2)
    
import json
with open('final_dict.json', 'w') as file:
    json.dump(final_dict, file)
    
with open('final_dict.json', 'r') as file:
    new_dict = json.load(file)","Wrong code solution with Type Error:

```
marks_dict = {""John"": [75, 82, 60], ""Jane"": [90, 68, 78], ""Bob"": [40, 55, 45]}
grades_dict = {}
credits = [4, 10, 6]
max_avg_dict = {}

for key, value in marks_dict.items():
    for i in range(len(value)):
        if value[i] > 80:
            grades_dict[key][i] = 'A'
        elif value[i] > 60:
            grades_dict[key][i] = 'B'
        elif value[i] > 40:
            grades_dict[key][i] = 'C'
        else:
            grades_dict[key][i] = 'F'
    max_avg_dict[key] = {""max"": max(value), ""avg"": sum(value)/len(value)}
    cpi_cgpa = sum([credits[i]*value[i] for i in range(len(value))])/sum(credits)
    
print(grades_dict)
print(max_avg_dict)
print(cpi_cgpa)
```"
"Create a dictionary of your marks in various subjects and then sort it by its values first in descending order, and then in or ascending order. Do not use any inbuilt sorting functions.","marks = {'Maths': 90, 'Science': 85, 'English': 92, 'History': 88}

sorted_marks = sorted(marks.items(), key=lambda x: x[1], reverse=True
for subject, mark in sorted_marks:
    print(subject, mark)","marks = {'Maths': 85, 'Science': 90, 'English': 78, 'History': 92, 'Geography': 88}

sorted_marks_desc = dict(sorted(marks.items(), key=lambda x: x[1], reverse=True)
for subject, mark in sorted_marks_desc.items():
    print(f""{subject}: {mark}"")

sorted_marks_asc = dict(sorted(marks.items(), key=lambda x: x[1])
for subject, mark in sorted_marks_asc.items():
    print(f""{subject}: {mark}"")","marks = {'Maths': 85, 'Science': 90, 'English': 75, 'History': 80}

# Wrong code with Logic Error
sorted_marks_desc = {}
sorted_marks_asc = {}

for key, value in marks.items():
    max_key = max(marks, key=marks.get)
    sorted_marks_desc[max_key] = marks[max_key]
    marks.pop(max_key)

for key, value in sorted_marks_desc.items():
    sorted_marks_asc[key] = value

print(""Sorted marks in descending order:"", sorted_marks_desc)
print(""Sorted marks in ascending order:"", sorted_marks_asc)","marks = {'Maths': 85, 'Science': 90, 'English': 75, 'History': 80}
sorted_marks_desc = sorted(marks.items(), key=lambda x: x[1], reverse=True)
sorted_marks_asc = sorted(marks.items(), key=lambda x: x[1])

marks['Geography'] = 92
sorted_marks_desc = sorted(marks.items(), key=lambda x: x[2], reverse=True) # Name Error - should be x[1], not x[2]","marks = {'Maths': 78, 'Science': 84, 'English': 76, 'History': 89, 'Geography': 92}

sorted_marks = sorted(marks, key=marks.values(), reverse=True) #Wrong code solution with Type Error

print(sorted_marks)"
"Write a python function that takes a string as input, and returns the string in reverse order (without using string splicing).","def reverse_string(string):
    reversed_string = """"
    for i in range(len(string), 0, -1):
        reversed_string += string[i]
    return reversed_string","def reverse_string(input_string):
  reversed_string = """"
for char in input_string:
reversed_string = char + reversed_string
return reversed_string","def reverse_string(input_string):
    reversed_string = """"
    for i in range(len(input_string)):
        reversed_string += input_string[len(input_string) - i]  # Incorrect logic, should be input_string[len(input_string) - i - 1]
    return reversed_string","def reverse_string(input_string):
    reversed_string = """"
    for i in range(len(input_string), -1, -1):
        reversed_string += input_str[i]
    return reversed_string

reverse_string(""hello world"") # NameError: name 'input_str' is not defined","def reverse_string(string):
    string = list(string)
    for i in range(len(string)//2):
        string[i], string[len(string)-i] = string[len(string)-i], string[i]
    return ''.join(string)

reverse_string(1234) # Type Error"
"Write a python function that takes a string as input, and returns the number of vowels in it.","def count_vowels(string):
    count = 0
    vowels = ['a', 'e', 'i', 'o', 'u']
    
    for char in string:
        if char.lower() in vowels
            count += 1
    
    return count","def count_vowels(s):
count = 0
for char in s:
if char in ""aeiouAEIOU"":
count += 1
return count","def count_vowels(input_str):
    vowels = 'aeiou'
    count = 0
    for char in input_str:
        if char in vowels:
            count += 1
    return count + 1  # Logic error: adding 1 extra to the count before returning","def count_vowels(string):
    count = 0
    vowels = ""aeiou""
    for char in string:
        if char in vowels:
            count += 1
    return count

print(count_vowels(""hello world!""))","def count_vowels(string):
    vowels = ['a', 'e', 'i', 'o', 'u']
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count

count_vowels(1234) # This will raise a TypeError because the input is not a string."
"Write a python function that takes a string as input, and returns the number of words in it. Use space as a separator for words.","def count_words(string):
    words = string.split("" "")
    return len(words)","def count_words(input_string):
    words = input_string.split("" "")
    return len(words)","def count_words(input_string):
    words = input_string.split(',') # using comma as separator instead of space
    return len(words)","def count_words(s):
    word_list = s.split()
    return len(word_list)

print(countword(""Hello world"")) # Name Error: name 'countword' is not defined","def count_words(s):
    return len(s.split())

count_words(1234) # Type Error: 'int' object has no attribute 'split'"
"Write a python function that takes a string as input, and returns the string with the first letter of each word capitalised.","def capitalize_words(string):
    words = string.split()
    capitalized_words = [word[0].upper() + word[1:] for word in words]
    return ' '.join(capitalized_words)","def capitalize_first_letter(input_string):
for word in input_string.split():
return word.capitalize()","def capitalize_first_letter(input_string):
    words = input_string.split("" "")
    for word in words:
        word[0] = word[0].upper()
    return "" "".join(words)","def capitalize_words(s):
    words = s.split()
    for i in range(len(words)):
        words[i] = words[i][0].upper() + words[i][1:]
    return ' '.join(words)

print(capitalize_words('this is a test'))","def capitalize_words(s):
    words = s.split()
    for i in range(len(words)):
        words[i][0] = words[i][0].upper()
    return "" "".join(words)

capitalize_words(123) # This will raise a TypeError as 'str' object cannot be interpreted as an integer"
"Write a python function that takes a string as input, and returns the length of the longest word in it. Use space as a separator for words.","def longest_word_length(string):
    words = string.split()
    max_length = 0
    for word in words:
        if len(word) > max_length
            max_length = len(word)
    return max_length","def longest_word_length(s):
  words = s.split(' ')
  max_length = 0
  for word in words:
    if len(word) > max_length:
      max_length = len(word)
  return max_length

s = ""This is a sample string""
print(longest_word_length(s))","def longest_word_length(s):
    words = s.split(' ')
    max_length = 0
    for word in words:
        if len(word) > max_length:
            max_length = len(word)
    return max_length + 1  # Incorrect logic, adding 1 to the max length before returning it.","def longest_word_length(sentence):
    words = sentence.split()
    max_length = 0
    for word in words:
        if len(word) > max_len:
            max_len = len(word)
    return max_length

print(longest_word_length(""This is a test sentence"")) # Should output 8
print(longest_word_length(""Hello world"")) # Should output 5
print(longest_word_length(""Python is awesome"")) # Should output 7
print(longest_word_length(""I love coding"")) # Should output 6
print(longest_word_length(""This sentence has a lot of long words"")) # Should output 8
print(longest_word_length(""A"")) # Should output 1
print(longest_word_length("""")) # Should output 0","def longest_word_length(string):
    words = string.split("" "")
    longest_word = """"
    for word in words:
        if len(word) > len(longest_word):
            longest_word = word
    return len(longest_word)

longest_word_length(12345) # Type Error"
"Write a python function that takes a string as input, and returns if its a valid email address.","def validate_email_address(email):
    if '@' not in email:
        return False
    if '.' not in email:
        return False
    if email.count('@') > 1:
        return False
    if email.count('.') > 1:
        return False
    return True

# Wrong code solution with Syntax Error
def validate_email_address(email
    if '@' not in email:
        return False
    if '.' not in email:
        return False
    if email.count('@') > 1:
        return False
    if email.count('.') > 1:
        return False
    return True","def is_valid_email(email):
if '@' in email and '.' in email:
return True
else:
return False","def validate_email(email):
    if ""@"" in email and ""."" in email:
        return True
    else:
        return False","def check_email(email):
    if ""@"" in email:
        return True
    else:
        return False

print(check_emal(""example@gmail.com"")) #Name Error: ""check_emal"" is not defined.","def check_email(email):
        if '@' not in email:
            return False
        else:
            domain = email.split('@')[1]
            if '.' not in domain:
                return False
            else:
                return True
        
check_email(1234) # Type Error"
"Write a python function that takes a string as input, and returns if its a valid mobile number in India.","def is_valid_mobile_number(number):
    if len(number) != 10:
        return False
    if not number.isdigit():
        return False
    return True

number = input(""Enter a mobile number: "")
if is_valid_mobile_number(number):
    print(""Valid mobile number"")
else:
    print(""Invalid mobile number"")","def is_valid_mobile_number(number):
if len(number) != 10:
    return False
for digit in number:
    if not digit.isdigit():
        return False
if number[0] not in ['7', '8', '9']:
    return False
return True","def is_valid_mobile_number(number):
    if len(number) != 10:
        return False
    for digit in number:
        if not digit.isdigit():
            return False
    return True","def check_mobile_number(num):
    if len(num) != 10:
        return False
    elif not num.isdigit():
        return False
    elif num[0] not in ['7','8','9']:
        return False
    else:
        return True

check_mobile_number('9876543210')
print(num) # NameError: name 'num' is not defined","def valid_mobile_number(mobile):
    if len(mobile) != 10:
        return False
    for digit in mobile:
        if not digit.isdigit():
            return False
    return True

valid_mobile_number(1234567890) #Type Error"
